id	ipa	count	rasm
89611fcebbb4	tˤawʕaː	4	طَوۡعًا
f07cc416450e	diːnaː	4	دِينًا
4130f04f416d	kufraː	4	كُفۡرًا
2a7ee82a1db9	bajt	4	بَيۡتٍ بَيۡتٌ
c71bca578a6a	mubaːrakaː	4	مُبَارَكًا مُّبَارَكًا مُّبَـٰرَكًا
69ef95b850ec	wajaʔmuruːn	4	وَيَأۡمُرُونَ
042aaaca78c5	wajanhawn	4	وَيَنۡهَوۡنَ
610d75d40d9a	jasd͡ʒuduːn	4	يَسۡجُدُونَ
c7c8fd44af88	riːħ	4	رِيحٌ رِيحٍ رِيحَ
988019fb823c	ʔafwaːhihim	4	أَفۡوٰهِهِمۡ
e6e1b4352f57	sˤuduːruhum	4	صُدُورُهُمۡ
080c8d74432e	kulːihiː	4	كُلِّهِۦ
b7813c80dacb	faʕaluː	4	فَعَلُواۡ
161f6813fc80	faːħiʃahaː	4	فَـٰحِشَةً
a15ebe82197c	waniʕm	4	وَنِعۡمَ
8518661261ff	muħamː̃adᵊ	4	مُحَمَّدٌ مُحَمَّدٍ مُّحَمَّدٌ
ed32331c3668	waħusn	4	وَحُسۡنَ وَحُسۡنُ
fdf5c178c32b	ʔarːuʕbᵊ	4	ٱلرُّعۡبَ
377d2d4e405a	waʕdahuː	4	وَعۡدَهُۥ وَعۡدَهُۥٓ
19b7104fcc1f	ʔaraːkum	4	أَرَٮٰكُم أَرَٮٰكُمۡ
953fdf90170a	jadᵊʕuːkum	4	يَدۡعُوكُمۡ
4163479c38c2	likajlaː	4	لِّكَيۡلَا لِكَيۡلَا
4c897feff817	ʔasˤaːbakum	4	أَصَـٰبَكُمۡ أَصَـٰبَكُم
1880661c81f9	ʔald͡ʒaːhilijːah	4	ٱلۡجَـٰهِلِيَّةِ
0f1bff9d45a8	haːhunaː	4	هَـٰهُنَا هَـٰهُنَآ
11ec861c2c8a	ʔald͡ʒamʕaːn	4	ٱلۡجَمۡعَانِ
df8523bbab3e	liʔixwaːnihim	4	لِإِخۡوٰنِهِمۡ لِإِخۡوٰنِهِمُ
8b5536422dbb	manː̃	4	مَنَّ مَّنَّ
6cd57ab9af93	biniʕmah	4	بِنِعۡمَةٍ بِنِعۡمَةِ
2fc736429836	judˤiːʕ	4	يُضِيعُ
18cb8249973f	ʔistad͡ʒaːbuː	4	ٱسۡتَجَابُواۡ
14fcc51542fd	qijaːmaː	4	قِيَـٰمًا
d7306504c62b	ʕaːmil	4	عَـٰمِلٌ عَـٰمِلٍ عَامِلٌ
34d5424d0274	θawaːbaː	4	ثَوَابًا
fc6b310453f9	taʕdiluː	4	تَعۡدِلُواۡ
bf607b9a66eb	haniːːʔaː	4	هَنِيٓـــَٔۢا هَنِيٓــًٔا
47502e5ab517	ħasiːbaː	4	حَسِيبًا
b9311cbe7e57	ħaðˤː	4	حَظِّ حَظٍّ
d4ef42221646	ʔiθnatajn	4	ٱثۡنَتَيۡنِ
a5c04f715f83	wasˤijːah	4	وَصِيَّةٍ
e6619efe43a7	dajn	4	دَيۡنٍ
96f12dab6cdd	judᵊxilh	4	يُدۡخِلۡهُ
de007f6fb83f	ʕanhumaː	4	عَنۡهُمَا عَنۡهُمَآ
ddd32393810a	ʔatːawbah	4	ٱلتَّوۡبَةُ ٱلتَّوۡبَةَ
794ea6c1c329	bid͡ʒahaːlah	4	بِجَهَـٰلَةٍ
81f13cb6a63f	bifaːħiʃah	4	بِفَـٰحِشَةٍ
7a5855f888ac	buhtaːnaː	4	بُهۡتَـٰنًا
dc4e00bf82e2	ʔalmuħsˤanaːt	4	ٱلۡمُحۡصَنَـٰتِ
396540fd6f2b	kariːmaː	4	كَرِيمًا
57b17172b70d	fadˤːal	4	فَضَّلَ
c8695900de0b	taxaːfuːn	4	تَخَافُونَ
d89432e14271	muhiːnaː	4	مُّهِينًا
a7c06559d67d	fasaːːʔ	4	فَسَآءَ
092d6bdbd4b0	waʔaⁿfaquː	4	وَأَنفَقُواۡ
4ac44a59615d	razaqahum	4	رَزَقَهُمُ رَزَقَهُم
b7193bfb9d60	d͡ʒiʔnaː	4	جِئۡنَا
2c301ca80515	mardˤaː	4	مَّرۡضَىٰٓ مَّرۡضَىٰ
bdcbfdb76e78	sˤaʕiːdaː	4	صَعِيدًا
bf45f2f5121d	ʔalkalim	4	ٱلۡكَلِمَ ٱلۡكَلِمُ
d0e64fca3278	waʔaːtajnaːhum	4	وَءَاتَيۡنَـٰهُم وَءَاتَيۡنَـٰهُمۡ
af3f36f6846d	samiːʕaː	4	سَمِيعَۢا سَمِيعًا
aba3be9a277e	ʔaradᵊnaː	4	أَرَدۡنَآ
1a236af98c47	ʔakun	4	أَكُن أَكُنۢ
a02e9412759a	ʔajdijakum	4	أَيۡدِيَكُمۡ
f60b19cc4576	nafsik	4	نَفۡسِكَ نَّفۡسِكَ
ad004d9fe86a	nafsak	4	نَفۡسَكَ نَّفۡسَكَ
dcda526f4345	biʔaħsan	4	بِأَحۡسَنِ بِأَحۡسَنَ
c0d951d24ed1	qawmahum	4	قَوۡمَهُمۡ
3ed939589208	ʔasːalam	4	ٱلسَّلَمَ
5a347d76146d	qatal	4	قَتَلَ
6974365c48e3	ʔalqaːʕidiːn	4	ٱلۡقَـٰعِدِينَ
be74781e1921	ʔardˤ	4	أَرۡضِ أَرۡضُ أَرۡضٍ
7546f7e94648	wasaːːʔat	4	وَسَآءَتۡ
b5755849fe9c	matˤar	4	مَطَرُ مَّطَرٍ مَطَرَ
e7d63cc460d1	jardˤaː	4	يَرۡضَىٰ
01c1a09b271e	ʔaːðaːn	4	ءَاذَانٌ ءَاذَانَ
17d7b4f649f4	watːaxað	4	وَٱتَّخَذَ
479ee47ee3c7	waʔijːaːkum	4	وَإِيَّاكُمۡ
37e7bf8a48bc	takfuruː	4	تَكۡفُرُواۡ تَكۡفُرُوٓاۡ
d35324be8214	juðhibᵊkum	4	يُذۡهِبۡكُمۡ
d38528746688	ʔalhawaː	4	ٱلۡهَوَىٰٓ ٱلۡهَوَىٰ
497b8c1084e7	jaxuːdˤuː	4	يَخُوضُواۡ
96cd56520a6f	nakun	4	نَكُن
304c8847612e	ʔald͡ʒahr	4	ٱلۡجَهۡرَ ٱلۡجَهۡرِ
fb7340cf9058	miːθaːqahum	4	مِّيثَـٰقَهُمۡ مِيثَـٰقَهُمۡ
7157282c5b56	wasulajmaːn	4	وَسُلَيۡمَـٰنَ
6f1464753955	biʕilmihiː	4	بِعِلۡمِهِۦ
8ce0cedaa7b5	jaʃhaduːn	4	يَشۡهَدُونَ
3dbd19a4701b	ʔalmuqarːabuːn	4	ٱلۡمُقَرَّبُونَ
50195785764e	wastakbaruː	4	وَٱسۡتَكۡبَرُواۡ
3cc1bc666ad2	halak	4	هَلَكَ
a1f1de802485	ʔawfuː	4	أَوۡفُواۡ
6775426a1fcd	ħilː	4	حِلٌّ حِلُّۢ
9c9a6e53547b	waʔard͡ʒulakum	4	وَأَرۡجُلَكُم وَأَرۡجُلَكُمۡ
65b5d1fed4c7	niʕmatahuː	4	نِعۡمَتَهُۥ
199067031948	ʕaʃar	4	عَشَرَ
048f6ad88865	ʔalʕadaːwah	4	ٱلۡعَدٰوَةَ ٱلۡعَدَاوَةَ ٱلۡعَدٰوَةُ
128b3a22cf56	walbaɣdˤaːːʔ	4	وَٱلۡبَغۡضَآءَ وَٱلۡبَغۡضَآءُ
b5c24ac67b7c	ʔaxiː	4	أَخِى
ae544a0aedd3	wad͡ʒaːhiduː	4	وَجَـٰهِدُواۡ
d992123f877c	samː̃aːʕuːn	4	سَمَّـٰعُونَ
b6cd9fab3914	jaʔtuːk	4	يَأۡتُوكَ
edd139816aef	ʔalʔiⁿd͡ʒiːl	4	ٱلۡإِنجِيلَ ٱلۡإِنجِيلِ
3f172676f597	lijabᵊluwakum	4	لِّيَبۡلُوَكُمۡ لِيَبۡلُوَكُمۡ
afbd40f9c02a	ʕiⁿdihiː	4	عِندِهِۦ عِندِهِۦٓ
03789decefa1	naːdimiːn	4	نَـٰدِمِينَ
af3a69f3d8e8	ʔahaːːʔulaːːʔ	4	أَهَـٰٓؤُلَآءِ
8d0953b69edb	juqiːmuːn	4	يُقِيمُونَ
627ced6309f2	jatawalː	4	يَتَوَلَّ
cb2d35807104	tˤuɣjaːnaː	4	طُغۡيَـٰنًا
fad211f99ab7	wakufraː	4	وَكُفۡرًا
cb0e6d525d45	waʔalqajnaː	4	وَأَلۡقَيۡنَا
a92d973e3af9	jaqᵊtuluːn	4	يَقۡتُلُونَ يَقۡتُلُونِ
120797835f27	rid͡ʒᵊs	4	رِجۡسٌ
d43051c16f8b	waʔaːmanuː	4	وَّءَامَنُواۡ وَءَامَنُوٓاۡ وَءَامَنُواۡ
8c2fc2e7c2fb	wabaːl	4	وَبَالَ
8645fc8494ff	qurbaː	4	قُرۡبَىٰ قُرۡبَىٰٓ
1bf9b1cc5df5	ʕalːaːm	4	عَلَّـٰمُ
841b8abc11a4	ʔalɣujuːbᵊ	4	ٱلۡغُيُوبِ
614df3d24954	biʔiðniː	4	بِإِذۡنِى
0599dc05caad	nuriːdᵊ	4	نُرِيدُ نُّرِيدُ
66ad767733a6	wakuⁿt	4	وَكُنتُ وَكُنتَ
22dbcf78401d	waʔad͡ʒal	4	وَأَجَلٌ وَأَجَلٍ
868299e1800e	taksibuːn	4	تَكۡسِبُونَ
5807a0305a14	ʔaɣajr	4	أَغَيۡرَ
f04b96e4bdff	ʕasˤajt	4	عَصَيۡتُ عَصَيۡتَ
7949ed769512	bidˤurː	4	بِضُرٍّ
c9187f26702b	ʔaʔinː̃akum	4	أَئِنَّكُمۡ
999cfe9d0ada	biʔaːjaːtihiː	4	بِـَٔـايَـٰتِهِۦٓ بِـَٔـايَـٰتِهِۦ
da893bf760b7	tazʕumuːn	4	تَزۡعُمُونَ
fb16d8afda08	muʃrikiːn	4	مُشۡرِكِينَ مُّشۡرِكِينَ
4ea76e3ebdb4	kaðabuː	4	كَذَبُواۡ
1984303e03f5	waqᵊraː	4	وَقۡرًا
905d4350aea4	faʔaxaðnaːhum	4	فَأَخَذۡنَـٰهُم فَأَخَذۡنَـٰهُمۡ
db21c48ddea7	fataħnaː	4	فَتَحۡنَا
7a28cefb0fff	daːbir	4	دَابِرَ دَابِرُ
cac78e10c427	nusˤarːif	4	نُصَرِّفُ
50377351f4f1	nursil	4	نُرۡسِلُ نُّرۡسِلَ
7a3d3944bd52	jamasːuhum	4	يَمَسُّهُمُ يَمَسُّهُم يَمَسُّهُمۡ
e355769a8126	bajninaː	4	بَيۡنِنَا بَيۡنِنَآ
97867074c578	jatawafːaːkum	4	يَتَوَفَّـٰكُم يَتَوَفَّـٰكُمۡ
30d3e791cbe6	wajursil	4	وَيُرۡسِلُ وَيُرۡسِلَ
fb3adc9b946a	ʃijaʕaː	4	شِيَعًا
d367e7a91d1d	wakaðːabᵊ	4	وَكَذَّبَ
0e4a53ff5dd0	ʃaraːbᵊ	4	شَرَابٌ
fd95d4b66455	waʕaðaːbᵊ	4	وَعَذَابٌ وَعَذَابٍ
0e6b71f9ded3	ʔiʔtinaː	4	ٱئۡتِنَا
06468fc77645	watːaquːh	4	وَٱتَّقُوهُ
87bfc60b9d18	juⁿfax	4	يُنفَخُ
42330275ca46	malakuːt	4	مَلَكُوتُ مَلَكُوتَ مَلَكُوتِ
f10e6c5e0db8	qawmuhuː	4	قَوۡمُهُۥ قَوۡمُهُۥٓ
40f02219a431	biðˤulm	4	بِظُلۡمٍ
383e9b578cf1	mubaːrak	4	مُبَارَكٌ مُّبَارَكٌ مُبَـٰرَكٌ
dc805f54b7d4	tuʔfakuːn	4	تُؤۡفَكُونَ
c2c779daf2ab	nabaːt	4	نَبَاتُ نَبَاتَ نَّبَاتٍ
489d5242c250	ħabːaː	4	حَبًّا
d40607ec3580	wazːajtuːn	4	وَٱلزَّيۡتُونَ وَٱلزَّيۡتُونِ
8a2045fdc43f	falinafsihiː	4	فَلِنَفۡسِهِۦ
9b1ed2ebd912	zajːanː̃aː	4	زَيَّنَّا
9c3ada567455	mard͡ʒiʕuhum	4	مَرۡجِعُهُمۡ مَّرۡجِعُهُمۡ
b7dd81b2d27a	waʔaqᵊsamuː	4	وَأَقۡسَمُواۡ
efdf4c83472f	ʔanː̃ahaː	4	أَنَّهَا أَنَّهَآ
e3067301631d	lijuʔminuː	4	لِيُؤۡمِنُواۡ لِيُؤۡمِنُوٓاۡ
438452d146da	juːħiː	4	يُوحِى يُوحِىٓ
1268092af88c	bilmuhtadiːn	4	بِٱلۡمُهۡتَدِينَ
9afd8a07f30f	ʔarːid͡ʒᵊs	4	ٱلرِّجۡسَ
6253ef402851	jawmikum	4	يَوۡمِكُمۡ
559dc2bc81f0	ʃahidᵊnaː	4	شَهِدۡنَا شَهِدۡنَآ
a08176af236d	makaːnatikum	4	مَكَانَتِكُمۡ
aa30a3a8e0b4	jaħkumuːn	4	يَحۡكُمُونَ
810121309fec	butˤuːn	4	بُطُونِ
af0516867c8d	muxtalifaː	4	مُخۡتَلِفًا مُّخۡتَلِفًا
aa343fe3099f	wasˤːaːkum	4	وَصَّـٰكُم وَصَّـٰكُمُ
80aa1fc3894d	ʔad͡ʒidᵊ	4	أَجِدُ أَجِدَ
93a3182f8c23	lasˤaːdiquːn	4	لَصَـٰدِقُونَ
5ede09aef1ca	baʔsanaː	4	بَأۡسَنَا بَأۡسَنَآ
ef33168e719b	ðˤahar	4	ظَهَرَ
e2e85d7d0295	ʔaːmanat	4	ءَامَنَتۡ
b2c59cfa6d17	xalaːːʔif	4	خَلَـٰٓئِفَ
46fc476b4271	ʔahlaknaːhaː	4	أَهۡلَكۡنَـٰهَا أَهۡلَكۡنَـٰهَآ
7a3ceae31097	daʕwaːhum	4	دَعۡوَٮٰهُمۡ
e81dfc88061b	ʔursil	4	أُرۡسِلَ
bf09013b3b6b	θaqulat	4	ثَقُلَتۡ
65e32b4cb172	faxrud͡ʒᵊ	4	فَٱخۡرُجۡ
08d08761f622	laʔamlaʔanː̃	4	لَأَمۡلَأَنَّ
83d7117e1511	ziːnah	4	زِينَةَ زِينَةُ زِينَةِ
61b87977f5b5	naʕam	4	نَعَمۡ
4facde42d66b	ħid͡ʒaːbᵊ	4	حِجَابٌ حِجَابٍ
066c51a06440	xawfaː	4	خَوۡفًا
3f00565f5be7	watˤamaʕaː	4	وَطَمَعًا
e5859eb53b04	saħaːbaː	4	سَحَابًا
7eb540bd3eb1	walaːkinː̃iː	4	وَلَـٰكِنِّى وَلَـٰكِنِّىٓ
74f78e05ade3	taʕidunaː	4	تَعِدُنَآ
52f0943f9ff2	naːqah	4	نَاقَةُ نَاقَةٌ نَاقَةَ
0df097a15662	bisuːːʔ	4	بِسُوٓءٍ
d9d2b9ae2b92	ʔarːad͡ʒᵊfah	4	ٱلرَّجۡفَةُ
abc9ccffaaa7	daːrihim	4	دَارِهِمۡ
76d8ab9b25e5	fatawalːaː	4	فَتَوَلَّىٰ
631b1b14410c	lataʔtuːn	4	لَتَأۡتُونَ
0b94c57919c7	d͡ʒawaːbᵊ	4	جَوَابَ
83424e07afc1	ʔimraʔatahuː	4	ٱمۡرَأَتَهُۥ
adc98039c7a0	tawakːalnaː	4	تَوَكَّلۡنَا
66464bf4be24	makr	4	مَكۡرَ مَّكۡرٌ مَكۡرُ
b5c9671b6ac4	faʔarsil	4	فَأَرۡسِلۡ
ab977802f910	ʔalɣaːlibiːn	4	ٱلۡغَـٰلِبِينَ
16aea5895931	ʔalquː	4	أَلۡقُواۡ
c5c54fd91659	ʕiⁿdak	4	عِندَكَ
b74623dad929	kaʃafnaː	4	كَشَفۡنَا
c5c05b193cdd	faⁿtaqamnaː	4	فَٱنتَقَمۡنَا
525e7ee5beab	ɣaːfiliːn	4	غَـٰفِلِينَ
b30a10508a22	ʔaːlihah	4	ءَالِهَةٌ
bbd390b1558c	tad͡ʒᵊhaluːn	4	تَجۡهَلُونَ
d60a75d5611a	waʔmur	4	وَأۡمُرۡ
2757055f14b0	qawmak	4	قَوۡمَكَ
41e8dad7bec6	d͡ʒasadaː	4	جَسَدًا
31213f7c33a7	ʔarħam	4	أَرۡحَمُ
a24126061587	baʕdihaː	4	بَعۡدِهَا
3591647deedd	jahduːn	4	يَهۡدُونَ
dd39c733b39e	ʔalmubᵊtˤiluːn	4	ٱلۡمُبۡطِلُونَ
175ad93d40af	ʕilmuhaː	4	عِلۡمُهَا
1ac2b0184494	linafsiː	4	لِنَفۡسِى
ab67c30fee0d	masːaniː	4	مَسَّنِىَ مَّسَّنِىَ
db1a69d98d66	ʔilajhaː	4	إِلَيۡهَا
bff5f9eca852	fataʕaːlaː	4	فَتَعَـٰلَى فَتَعَـٰلَىٰ
fe7ab9986faf	tadᵊʕuːhum	4	تَدۡعُوهُمۡ
5c7e87074d5b	fastaʕið	4	فَٱسۡتَعِذۡ
86b3803cd113	ʔaːjaːtuhuː	4	ءَايَـٰتُهُۥ ءَايَـٰتُهُۥٓ
be6250c54fcf	ʔiħdaː	4	إِحۡدَى
15ea790bffeb	ʔalfatħ	4	ٱلۡفَتۡحُ ٱلۡفَتۡحِ
a8f1a86a2afb	ʔamwaːlukum	4	أَمۡوٰلُكُمۡ
8ec87b3a0792	wajasˤudːuːn	4	وَيَصُدُّونَ
b2ea9898d336	qawijː	4	قَوِىٌّ
ef2ea03514af	niʕmahaː	4	نِّعۡمَةً نِعۡمَةً
2a93ece194b6	duːnihim	4	دُونِهِمۡ دُونِهِمُ دُونِهِم
615cb56e3dc3	ʔitːabaʕak	4	ٱتَّبَعَكَ
8f54022c7d3a	jaɣlibuː	4	يَغۡلِبُواۡ يَغۡلِبُوٓاۡ
6104be414c9a	sabaqᵊ	4	سَبَقَ
6991916f50a4	juʔtikum	4	يُؤۡتِكُمۡ يُؤۡتِكُمُ
a929cf149759	wahaːd͡ʒaruː	4	وَهَاجَرُواۡ
e307cfcf922c	ʕaːhatːum	4	عَـٰهَدتُّم عَـٰهَدتُّمۡ
ea28fdea74cc	ʔalʔakbar	4	ٱلۡأَكۡبَرِ ٱلۡأَكۡبَرُ ٱلۡأَكۡبَرَ
39c8067ac1a4	lilmuʃrikiːn	4	لِلۡمُشۡرِكِينَ لِّلۡمُشۡرِكِينَ
e17da3df5ab3	ʔistaqaːmuː	4	ٱسۡتَقَـٰمُواۡ
7f38d2985b2a	ʔajmaːnahum	4	أَيۡمَـٰنَهُمۡ أَيۡمَـٰنَهُم
4efbd68f43e0	sˤuduːr	4	صُدُورِ صُدُورَ
88f371384101	ʔalfaːːʔizuːn	4	ٱلۡفَآئِزُونَ
7571da760011	fatarabːasˤuː	4	فَتَرَبَّصُواۡ فَتَرَبَّصُوٓاۡ
c9f3b7fcbd7a	qawluhum	4	قَوۡلُهُمۡ قَوۡلُهُم
1de399218095	ʔalqajːim	4	ٱلۡقَيِّمُ ٱلۡقَيِّمِ
deb88151e643	binaː	4	بِنَا بِنَآ
68abbedaa8e8	jaʔtuːn	4	يَأۡتُونَ
9ad96d01f7bf	radˤuː	4	رَضُواۡ
ae7a698e857c	juʔðuːn	4	يُؤۡذُونَ
099779b38a00	walmunaːfiqiːn	4	وَٱلۡمُنَـٰفِقِينَ
934cfbee7299	waʔaːxaruːn	4	وَءَاخَرُونَ
f481937bf057	juħibːuːn	4	يُحِبُّونَ
3b1dd845c1e6	sˤaːliħ	4	صَـٰلِحٌ صَـٰلِحٍ
35c3aabc34d3	ʔajːukum	4	أَيُّكُمۡ
cb07a7081145	ʕad͡ʒabaː	4	عَجَبًا
2a7f894950d3	judabːir	4	يُدَبِّرُ
d50e547e02c9	liqaːːʔanaː	4	لِقَآءَنَا
16e5f945c2d6	wajaʕbuduːn	4	وَيَعۡبُدُونَ
fcaecc87a807	ʔaðaqᵊnaː	4	أَذَقۡنَا
21425b23763f	makraː	4	مَكۡرًا
77edf541b7d7	bilʔams	4	بِٱلۡأَمۡسِ
c56a95c4edea	ðilːah	4	ذِلَّةٌ
3c12e461eb98	fasajaquːluːn	4	فَسَيَقُولُونَ
2b9e379baa88	taħkumuːn	4	تَحۡكُمُونَ
c26da097b5d7	ʔaʕmal	4	أَعۡمَلُ أَعۡمَلَ
d4f9b74327d2	ʔalʕumj	4	ٱلۡعُمۡىَ ٱلۡعُمۡىِ
976223efd6d2	nurijanː̃ak	4	نُرِيَنَّكَ
8cf69bd0ded5	naʕiduhum	4	نَعِدُهُمۡ
11e38e287cbc	laħaqːᵊ	4	لَحَقٌّ لَحَقُّ
3376a92c9641	waʔasarːuː	4	وَأَسَرُّواۡ
e1243a1e7fdc	litaskunuː	4	لِتَسۡكُنُواۡ لِّتَسۡكُنُوٓاۡ
4865eb7cc928	faʕalajh	4	فَعَلَيۡهِ
8c3cec7445b2	waʔaxiːh	4	وَأَخِيهِ
6d61dd93ec42	jaqᵊdˤiː	4	يَقۡضِى
e8701a25feea	fasʔal	4	فَسۡــَٔلِ فَسۡــَٔلۡ
251576946a62	tadᵊʕ	4	تَدۡعُ
283067762a8f	watːabiʕ	4	وَٱتَّبِعۡ
066adee0ad40	sˤanaʕuː	4	صَنَعُواۡ صَنَعُوٓاۡ
688001c116f3	judˤaːʕaf	4	يُضَـٰعَفُ يُضَـٰعَفۡ
493209ede21f	naraːk	4	نَرَٮٰكَ
22a555c5ed78	jaːnuːħ	4	يَـٰنُوحُ
9240459db274	biʔaʕjuninaː	4	بِأَعۡيُنِنَا
c8f965629956	jaʔtiːh	4	يَأۡتِيهِ
01be010d7613	zawd͡ʒajn	4	زَوۡجَيۡنِ
f1a5d29463d6	mawd͡ʒᵊ	4	مَوۡجٌ مَوۡجٍ مَّوۡجٌ
e5cbf7cad5b9	raħim	4	رَّحِمَ رَحِمَ
b34384f1cba8	buʕdaː	4	بُعۡدًا
bf3e2ad945c1	tatawalːaw	4	تَتَوَلَّوۡاۡ
b46872c3c30a	nad͡ʒːajnaː	4	نَجَّيۡنَا
4d67c3e3fdb7	muniːbᵊ	4	مُّنِيبٍ مُّنِيبٌ
bb1dc5017f82	jaːːʔibᵊraːhiːm	4	يَـٰٓإِبۡرٰهِيمُ
08db5733e9e3	luːtˤaː	4	لُوطًا
a6e22bdd2330	ʕalimt	4	عَلِمۡتَ عَلِمۡتُ
72cb70a0b2dc	biʕaziːz	4	بِعَزِيزٍ
ed89bc57692e	liʔad͡ʒal	4	لِأَجَلٍ
9a835ad361c2	ʔabiːkum	4	أَبِيكُمۡ
87e1ec0ce73e	ɣadaː	4	غَدًا
b48d4f51a786	tasˤifuːn	4	تَصِفُونَ
dd0057bd3b9f	xudˤr	4	خُضۡرٍ خُضۡرٌ
01d21f3c1b36	makiːn	4	مَّكِينٍ مَكِينٌ مَكِينٍ
cca1e72f2743	baːbᵊ	4	بَابٍ بَابُۢ
524b604bb929	ʔaxaːh	4	أَخَاهُ
245a9cf540fa	ʔabiː	4	أَبِى أَبِىٓ
b8cdc0e62dbe	jatːaqᵊ	4	يَتَّقِ
a198f9088a25	latˤiːf	4	لَطِيفٌ لَطِيفُۢ
3e5fb230ff23	tasʔaluhum	4	تَسۡــَٔلُهُمۡ
d8bc66400f2e	nuːħiː	4	نُّوحِىٓ نُوحِىٓ
b34b135edbf0	jad͡ʒᵊriː	4	يَجۡرِى يَجۡرِىٓ
ba3fcdd4bb65	bimaːːʔ	4	بِمَآءٍ
1976117c7caf	laʃadiːdᵊ	4	لَشَدِيدٌ لَشَدِيدُ
e48aab9ef695	xalfihiː	4	خَلۡفِهِۦ خَلۡفِهِۦٓ
266fa0249d13	maradːᵊ	4	مَرَدَّ مَرَدٍّ
62bf94b1ef96	biħamdihiː	4	بِحَمۡدِهِۦ
cdbad7676e76	xalaquː	4	خَلَقُواۡ
6e45b94927d2	ʕiqaːbᵊ	4	عِقَابِ عِقَابٍ
55aabf4363e7	ʔuʃrik	4	أُشۡرِكُ أُشۡرِكَ أُشۡرِكۡ
64c4e19bd4c9	sˤabːaːr	4	صَبَّارٍ
9788ac264fe2	ʔursiltum	4	أُرۡسِلۡتُم
37020a5db19c	miθlunaː	4	مِّثۡلُنَا
b45177a450bd	maħiːsˤ	4	مَّحِيصٍ
70ebeb007456	qaraːr	4	قَرَارٍ
87a0bf371042	jasˤlawnahaː	4	يَصۡلَوۡنَهَا
5d221b12ff46	ʔalbaladᵊ	4	ٱلۡبَلَدِ ٱلۡبَلَدَ
32dfca9ea5ee	walilmuʔminiːn	4	وَلِلۡمُؤۡمِنِينَ
77c668a51e98	ruʔuːsihim	4	رُءُوسِهِمۡ رُءُوسِهِمُ
2d70b0d046ea	ʃajtˤaːn	4	شَيۡطَـٰنٍ
a4094d13f04f	rad͡ʒiːm	4	رَّجِيمٍ رَجِيمٌ
aa25d667409e	sˤalsˤaːl	4	صَلۡصَـٰلٍ
ef42bc80b138	xalaqᵊnaːh	4	خَلَقۡنَـٰهُ
233c8a75f174	mutaqaːbiliːn	4	مُّتَقَـٰبِلِينَ مُتَقَـٰبِلِينَ
66c448f6be5f	biɣulaːm	4	بِغُلَـٰمٍ
ae961afad0a1	ʔalwaːnuhuː	4	أَلۡوٰنُهُۥ أَلۡوٰنُهُۥٓ
d7c28611d09d	walitabᵊtaɣuː	4	وَلِتَبۡتَغُواۡ
1d71ffb89ad6	ʔalbanaːt	4	ٱلۡبَنَـٰتِ ٱلۡبَنَاتُ ٱلۡبَنَاتِ ٱلۡبَنَـٰتُ
3016a60478be	θamaraːt	4	ثَمَرٰتٍ ثَمَرٰتِ ثَمَرٰتُ
22a67cab1257	muxtalif	4	مُّخۡتَلِفٌ مُخۡتَلِفٌ مُّخۡتَلِفٍ
95f4d6f6a317	ʔalʕumur	4	ٱلۡعُمُرِ ٱلۡعُمُرُ
1f18eaa0d742	ʔajmaːnuhum	4	أَيۡمَـٰنُهُمۡ
def955e0fee7	ʔazwaːd͡ʒikum	4	أَزۡوٰجِكُم أَزۡوٰجِكُمۡ
f01f4df4f7a7	wadˤarabᵊ	4	وَضَرَبَ
ecbd5ba07f1c	walʔafʔidah	4	وَٱلۡأَفۡــِٔدَةَ
fba89ce04245	juʔðan	4	يُؤۡذَنُ يُؤۡذَنَ
91f04190411e	nadᵊʕuː	4	نَدۡعُواۡ نَّدۡعُوَاۡ نَّدۡعُواۡ
f0b3e1f502d2	ʔalbasˤiːr	4	ٱلۡبَصِيرُ
34409df78870	litabᵊtaɣuː	4	لِّتَبۡتَغُواۡ لِتَبۡتَغُواۡ
6623094e60f6	faħaqːᵊ	4	فَحَقَّ
0a7fed3380c1	kafuːraː	4	كَفُورًا
d5180512ea4f	masʔuːlaː	4	مَسۡــُٔولًا مَّسۡــُٔولًا
c9890b9397c8	nufuːraː	4	نُفُورًا
7da7c4ee934b	walːaw	4	وَلَّوۡاۡ
e557c617b93c	ʕiðˤaːmaː	4	عِظَـٰمًا
03080b3ab076	ʔaħaːtˤᵊ	4	أَحَاطَ
630f443244d8	ħaːsˤibaː	4	حَاصِبًا
29273e5d336a	bijamiːnihiː	4	بِيَمِينِهِۦ
dcf0f5078e64	qabᵊlak	4	قَبۡلَكَ
58b90e020aa2	jaziːdᵊ	4	يَزِيدُ
6154bbfb8fdb	ðˤahiːraː	4	ظَهِيرًا
f18278c2df83	kisafaː	4	كِسَفًا
09b509dca7e4	nazal	4	نَزَلَ
629abc9e0c79	taⁿziːlaː	4	تَنزِيلًا
b8d6eae86bb1	tadᵊʕuː	4	تَدۡعُواۡ
13529a5584e6	lijuⁿðir	4	لِّيُنذِرَ لِيُنذِرَ
5d28e0091d66	ʔalkahf	4	ٱلۡكَهۡفِ
677c023729ed	labiθuː	4	لَبِثُواۡ لَبِثُوٓاۡ
e7a366559ccd	faljaⁿðˤur	4	فَلۡيَنظُرۡ فَلۡيَنظُرِ
